agency_cd,site_no,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no,geometry
USGS,315612083460801,15P031,GW,315612.61,834608.94,31.9368361,-83.76915,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.76915 31.9368361)
USGS,315613083455401,15P034,GW,315613.74,834554.49,31.93715,-83.7651361,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.7651361 31.93715)
USGS,315622083433501,16P020,GW,315622.7,834335.9,31.93963889,-83.72663889,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.72663889 31.93963889)
USGS,315630083432901,16P019,GW,315630.98,834329.99,31.94193889,-83.7249972,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.7249972 31.94193889)
USGS,315631083432901,16P017,GW,315631.02,834329.98,31.94195,-83.7249944,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.7249944 31.94195)
USGS,315639083442601,16P012,GW,315639.24,834426.14,31.94423333,-83.7405944,D,5,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,391.0,N,1.0,NAVD88,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,199908.0,,,,EST,Y,U,,S100SECSLP,124CLBR,C,580.0,656.0,D,2503-00700,POINT (-83.7405944 31.94423333)
USGS,315656083443401,16P021,GW,315656.5,834434.81,31.94902778,-83.7430028,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.7430028 31.94902778)
USGS,315657083462001,15P030,GW,315657.61,834620.69,31.9493361,-83.77241389,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.77241389 31.9493361)
USGS,315701083461901,15P029,GW,315701.09,834619.95,31.95030278,-83.7722083,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.7722083 31.95030278)
USGS,315703083493601,15P018,GW,315704.0,834936.0,31.95128486,-83.826562,M,F,NAD27,NAD83,13,13,13081,US,,CORDELE,24000.0,292.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19750101.0,,,,EST,Y,U,YYNNNYNN,S400FLORDN,120FLRDU,,,170.0,,0451306700,POINT (-83.826562 31.95128486)
USGS,315714083545601,14P023,GW,315714.73,835456.17,31.95409167,-83.9156028,D,H,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.9156028 31.95409167)
USGS,315719083470801,15P026,GW,315719.69,834708.24,31.95546944,-83.7856222,D,5,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,377.0,N,2.0,NAVD88,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,198912.0,,,,EST,Y,U,,S100SECSLP,124CLBR,C,555.0,660.0,D,2503-00700,POINT (-83.7856222 31.95546944)
USGS,315721083535801,14P022,GW,315722.92,835356.29,31.95636667,-83.8989694,G,S,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,263.0,M,5.0,NGVD29,3130006,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19930802.0,19930802.0,,,EST,Y,C,YYNYNYNN,S400FLORDN,124EOCN,U,28.5,30.0,S,451310200,POINT (-83.8989694 31.95636667)
USGS,315722083403901,16P016,GW,315722.83,834039.87,31.95634167,-83.6777417,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3110202,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.6777417 31.95634167)
USGS,315724083550801,14P001,GW,315729.0,835504.0,31.95822805,-83.9176759,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,251.0,M,5.0,NGVD29,3130006,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19480517.0,,,,EST,Y,U,YYYYNYNN,S400FLORDN,120FLRDU,M,124.0,124.0,,0451307200,POINT (-83.9176759 31.95822805)
USGS,315731083542301,14P014,GW,315731.0,835423.0,31.95878374,-83.9062866,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,252.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19820302.0,,,,EST,Y,C,YYYNNYNN,S100SECSLP,125CLTN,C,550.0,550.0,A,0451300200,POINT (-83.9062866 31.95878374)
USGS,315731083542302,14P015,GW,315731.0,835423.0,31.95878374,-83.9062866,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,252.0,M,5.0,NGVD29,3130006,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19820323.0,,,,EST,Y,C,YYYNNYNN,S100SECSLP,124CLBR,C,340.0,340.0,A,0451300200,POINT (-83.9062866 31.95878374)
USGS,315736083540401,14P002,GW,315741.0,835416.0,31.9615615,-83.904342,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,237.0,M,5.0,NGVD29,3130006,,C,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19510420.0,,,,EST,Y,U,YYYNNNNN,S400FLORDN,120FLRD,M,130.0,130.0,,0451306700,POINT (-83.904342 31.9615615)
USGS,315739083435001,16P007,GW,315739.0,834350.0,31.961008,-83.730448,M,5,NAD27,NAD83,13,13,13081,US,,PENIA,24000.0,424.0,N,3.0,NAVD88,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,1975.0,,,,EST,Y,U,YYYYNNNN,S400FLORDN,120FLRD,M,610.0,651.0,D,,POINT (-83.730448 31.961008)
USGS,315741083531301,14P021,GW,315741.0,835313.0,31.9615617,-83.8868415,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,265.0,M,5.0,NGVD29,3130006,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,1979.0,19920505.0,,,EST,Y,C,YYYNNNNN,,,,105.0,180.0,D,451310200,POINT (-83.8868415 31.9615617)
USGS,315743083530201,14P010,GW,315744.0,835301.0,31.96239509,-83.883508,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,239.0,M,5.0,NGVD29,3130006,,C,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19500101.0,,,,EST,Y,C,YYNNNNNN,,,,,180.0,,0451306700,POINT (-83.883508 31.96239509)
USGS,315744083465101,15P001,GW,315735.71,834628.88,31.95991944,-83.77468889,N,5,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,342.0,N,2.0,NAVD88,3130006,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19480501.0,,,,EST,Y,U,YYYYNNNN,S100SECSLP,124CLBR,M,540.0,816.0,O,0451306800,POINT (-83.77468889 31.95991944)
USGS,315750083480701,15P025,GW,315750.81,834807.32,31.96411389,-83.8020333,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.8020333 31.96411389)
USGS,315751083480701,15P023,GW,315751.09,834807.49,31.96419167,-83.8020806,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.8020806 31.96419167)
USGS,315751083480702,15P035,GW,315751.88,834807.12,31.9644111,-83.8019778,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.8019778 31.9644111)
USGS,315752083442701,16P011,GW,315752.28,834427.76,31.9645222,-83.7410444,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,124CLBR,,,,,2503-00700,POINT (-83.7410444 31.9645222)
USGS,315755083443201,16P009,GW,315755.0,834432.0,31.96545229,-83.7421149,M,F,NAD27,NAD83,13,13,13081,US,,PENIA,24000.0,360.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,1960.0,19650330.0,,,EST,Y,U,YYYNNNNN,,,,270.0,,A,,POINT (-83.7421149 31.96545229)
USGS,315755083541801,14P026,GW,315755.77,835418.35,31.96549167,-83.9050972,D,H,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.9050972 31.96549167)
USGS,315759083481101,15P024,GW,315759.64,834811.03,31.96656667,-83.80306389,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.80306389 31.96656667)
USGS,315802083525101,14P008,GW,315801.0,835250.0,31.96711729,-83.8804524,M,F,NAD27,NAD83,13,13,13081,US,,COBB,24000.0,272.0,M,5.0,NGVD29,3130006,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19500101.0,,,,EST,Y,C,YYNNNYNN,,,,150.0,150.0,,0451306700,POINT (-83.8804524 31.96711729)
USGS,315803083550701,14P024,GW,315803.1,835507.24,31.96752778,-83.9186778,D,H,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.9186778 31.96752778)
USGS,315804083545901,14P025,GW,315804.58,835459.11,31.96793889,-83.9164194,D,H,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.9164194 31.96793889)
USGS,315808083415801,16P010,GW,315808.0,834158.0,31.96906366,-83.6993362,M,F,NAD27,NAD83,13,13,13081,US,,PENIA,24000.0,435.0,M,5.0,NGVD29,3130006,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,19920506.0,,,EST,Y,C,YYYNNNNN,,,,200.0,200.0,D,451310200,POINT (-83.6993362 31.96906366)
USGS,315809083544501,14P027,GW,315809.4,835445.95,31.96927778,-83.91276389,D,5,NAD83,NAD83,13,13,13081,US,,COBB,24000.0,276.0,N,4.0,NAVD88,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19970930.0,,,,EST,Y,M,,S100SECSLP,124CLBR,M,540.0,600.0,D,2503-00700,POINT (-83.91276389 31.96927778)
USGS,315813083471001,15P004,GW,315813.0,834710.0,31.9704517,-83.786005,M,U,NAD27,NAD83,13,13,13081,US,,"CORDELE, GA",24000.0,298.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,NYNNNNNN,S400FLORDN,120FLRD,M,396.0,,,,POINT (-83.786005 31.9704517)
USGS,315814083464101,15P007,GW,315813.19,834628.58,31.97033056,-83.7746056,N,5,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,316.0,N,2.0,NAVD88,3130006,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19540824.0,,,,EST,Y,U,YYYYNYNN,S100SECSLP,124CLBR,M,600.0,677.0,O,0451307200,POINT (-83.7746056 31.97033056)
USGS,315840083464401,15P009,GW,315840.0,834644.0,31.97795165,-83.7787825,M,F,NAD27,NAD83,13,13,13081,US,,CORDELE,24000.0,300.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19530309.0,,,,EST,Y,U,YYYNNNNN,S400FLORDN,124CLBR,,150.0,150.0,,0451306700,POINT (-83.7787825 31.97795165)
USGS,315847083422501,16P014,GW,315847.52,834225.83,31.97986667,-83.707175,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.707175 31.97986667)
USGS,315847083422502,16P015,GW,315847.42,834225.83,31.97983889,-83.707175,D,H,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.707175 31.97983889)
USGS,315901083471601,15P005,GW,315901.0,834716.0,31.98378478,-83.7876716,M,U,NAD27,NAD83,13,13,13081,US,,"CORDELE, GA",24000.0,279.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,NYNNNNNN,S400FLORDN,120FLRD,M,80.0,,,,POINT (-83.7876716 31.98378478)
USGS,315920083471801,15P020,GW,315920.0,834717.99,31.98888889,-83.7883306,M,5,NAD83,NAD83,13,13,13081,US,,,,287.0,M,10.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YY Y,,,,75.0,75.0,,,POINT (-83.7883306 31.98888889)
USGS,315920083472701,15P006,GW,315920.0,834727.0,31.9890624,-83.7907272,M,T,NAD27,NAD83,13,13,13081,US,,CORDELE,24000.0,304.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19511001.0,,,,EST,Y,U,YYYNNNNN,S400FLORDN,120FLRD,M,110.0,110.0,,0451306700,POINT (-83.7907272 31.9890624)
USGS,315923083472101,15P028,GW,315923.57,834721.89,31.98988056,-83.78941389,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.78941389 31.98988056)
USGS,315924083380601,16P023,GW,315923.6,833806.41,31.98988889,-83.63511389,G,5,NAD83,NAD83,13,13,13081,US,,PENIA,24000.0,416.0,M,5.0,NAVD88,3110202,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20010607.0,20100518.0,,,EST,Y,U,YY,S400FLORDN,120FLRDU,,400.0,400.0,A,,POINT (-83.63511389 31.98988889)
USGS,315941083474301,15P033,GW,315941.67,834743.86,31.99490833,-83.7955167,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,M,,,,,,,,2503-00700,POINT (-83.7955167 31.99490833)
USGS,315942083515501,15P014,GW,315942.0,835156.0,31.99517264,-83.8654516,M,F,NAD27,NAD83,13,13,13081,US,,CORDELE,24000.0,320.0,M,5.0,NGVD29,3130006,,L,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19770101.0,,,,EST,Y,C,YYNNNYNN,S400FLORDN,120FLRDU,,,200.0,,0451306700,POINT (-83.8654516 31.99517264)
USGS,315943083480301,15P032,GW,315943.88,834803.66,31.9955222,-83.8010167,D,H,NAD83,NAD83,13,13,13081,US,,CORDELE,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.8010167 31.9955222)
USGS,320021083473401,15Q011,GW,320033.0,834731.0,32.00933954,-83.7918385,M,F,NAD27,NAD83,13,13,13081,US,,VIENNA,24000.0,336.0,M,10.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19661101.0,,,,EST,Y,U,YYNYNYNN,S400FLORDN,120FLRDU,M,,255.0,,0451306700,POINT (-83.7918385 32.00933954)
USGS,320102083403201,16Q020,GW,320102.33,834032.16,32.01731389,-83.6756,D,H,NAD83,NAD83,13,13,13081,US,,PINEVIEW SW,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.6756 32.01731389)
USGS,320102083403202,16Q021,GW,320102.53,834032.18,32.01736944,-83.6756056,D,H,NAD83,NAD83,13,13,13081,US,,PINEVIEW SW,24000.0,,,,,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,U,,S400FLORDN,120FLRDU,,,,,2503-00700,POINT (-83.6756056 32.01736944)
USGS,320113083540701,14Q001,GW,320120.0,835405.0,32.02239338,-83.9012865,M,F,NAD27,NAD83,13,13,13081,US,,DRAYTON,24000.0,288.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19661201.0,,,,EST,Y,U,YYYNNYNN,S400FLORDN,124CLBR,,160.0,160.0,,0451306700,POINT (-83.9012865 32.02239338)
USGS,320137083490901,"WELL A91-040-0137 NEAR VIENNA, GA",GW,320137.0,834909.0,32.02694444,-83.8191667,M,S,NAD83,NAD83,13,13,13081,US,,VIENNA,24000.0,325.0,M,10.0,NGVD29,3130006,,F,NNNNYNNNNNNNNYNNNNNNNNNNNNNNNN,,20100801.0,,,EST,Y,U,,,,,,,,,POINT (-83.8191667 32.02694444)
USGS,320137083503101,15Q010,GW,320137.0,835031.0,32.02711596,-83.8418404,M,F,NAD27,NAD83,13,13,13081,US,,VIENNA,24000.0,324.0,M,5.0,NGVD29,3130006,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19500101.0,,,,EST,Y,C,YYNNNNNN,,,,,160.0,,0451306700,POINT (-83.8418404 32.02711596)
USGS,320139083511601,15Q015,GW,320139.0,835116.0,32.02767137,-83.8543408,M,5,NAD27,NAD83,13,13,13081,US,,VIENNA,24000.0,330.0,M,5.0,NGVD29,3130006,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20010503.0,20010503.0,,,EST,Y,U,YY Y,S400FLORDN,120FLRDU,,170.0,170.0,Z,451300200,POINT (-83.8543408 32.02767137)
USGS,320139083511602,15Q016,GW,320148.0,835108.0,32.03,-83.8522222,M,S,NAD83,NAD83,13,13,13081,US,,VIENNA,24000.0,330.0,M,10.0,NGVD29,3130006,,S,NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN,20010503.0,20010503.0,,,EST,Y,U,YY Y Y,S400FLORDN,120FLRDU,C,170.0,170.0,Z,451300200,POINT (-83.8522222 32.03)
USGS,320147083513401,15Q017,GW,320147.0,835134.0,32.02989343,-83.859341,M,S,NAD27,NAD83,13,13,13081,US,,VIENNA,24000.0,330.0,M,5.0,NGVD29,3130006,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,20021116.0,20021219.0,,,EST,Y,C,YY Y Y,,110SFCL,U,40.0,47.0,G,,POINT (-83.859341 32.02989343)
USGS,311913083441201,16J050,GW,311912.66,834411.63,31.32018333,-83.73656389,U,5,NAD83,NAD83,13,13,13321,US,,,,287.0,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19860830.0,,,,EST,Y,U, Y,,,,7405.0,7405.0,,,POINT (-83.73656389 31.32018333)
USGS,311913083441501,16J030,GW,311913.01,834415.0,31.32028056,-83.7375,M,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,288.0,M,10.0,NGVD29,3110204,,S,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,1976.0,,,,EST,Y,C,YY Y,,,,5568.0,5568.0,L,451300200,POINT (-83.7375 31.32028056)
USGS,312005083555301,14J021,GW,312005.0,835553.0,31.334904,-83.9312892,M,S,NAD27,NAD83,13,13,13321,US,,"DOERUN, GA",24000.0,376.0,M,5.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNYNN,S400FLORDN,120FLRDU,,,,,0451300200,POINT (-83.9312892 31.334904)
USGS,312010083574301,14J003,GW,312005.0,835751.0,31.33490367,-83.9640675,M,F,NAD27,NAD83,13,13,13321,US,,DOERUN,24000.0,382.0,M,10.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19650301.0,,,,EST,Y,U,YYNYNNNN,,,,280.0,280.0,,0451306700,POINT (-83.9640675 31.33490367)
USGS,312014083491201,15J018,GW,312014.07,834911.99,31.33724167,-83.8199972,G,5,NAD83,NAD83,13,13,13321,US,,SIGSBEE,24000.0,383.44,M,5.0,NGVD29,3110203,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19901201.0,20080130.0,,,EST,Y,U,YY   Y,S400FLORDN,120FLRDU,C,460.0,460.0,D,,POINT (-83.8199972 31.33724167)
USGS,312025083401101,16J032,GW,312025.0,834011.0,31.34046218,-83.6696156,M,F,NAD27,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,311.0,M,10.0,NGVD29,3110204,,F,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19940215.0,19940413.0,,,EST,Y,C,YYNNNYNN,S100SURFCL,110QRNR,U,17.0,17.0,G,451252000,POINT (-83.6696156 31.34046218)
USGS,312042083400701,16J042,GW,312041.6,834006.56,31.34488889,-83.66848889,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,311.38,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19990929.0,20080409.0,,,EST,Y,U,YY   Y,S400FLORDN,120FLRDU,C,490.0,490.0,D,,POINT (-83.66848889 31.34488889)
USGS,312043083432701,16J037,GW,312043.18,834326.59,31.34532778,-83.7240528,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,287.94,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19770725.0,20080130.0,,,EST,Y,U,YY   Y,S400FLORDN,120FLRDU,C,520.0,520.0,A,,POINT (-83.7240528 31.34532778)
USGS,312045083574701,15J017,GW,312220.0,835119.0,31.37240409,-83.8551768,M,F,NAD27,NAD83,13,13,13321,US,,DOERUN,24000.0,412.0,M,10.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19550101.0,,,,EST,Y,U,YYNYNNNN,S400FLORDN,120FLRDU,,,300.0,,0451306700,POINT (-83.8551768 31.37240409)
USGS,312046083411601,16J036,GW,312045.71,834116.22,31.34603056,-83.68783889,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,305.04,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19980313.0,20080409.0,,,EST,Y,U,YY   Y,S400FLORDN,120FLRDU,C,600.0,600.0,D,,POINT (-83.68783889 31.34603056)
USGS,312056083544601,14J020,GW,312056.0,835446.0,31.34907057,-83.9126779,M,S,NAD27,NAD83,13,13,13321,US,,"DOERUN, GA",24000.0,390.0,M,5.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YNNNNYNN,S400FLORDN,120FLRDU,,,,,0451300200,POINT (-83.9126779 31.34907057)
USGS,312100083573401,14J018,GW,312100.0,835734.0,31.35018114,-83.9593455,M,F,NAD27,NAD83,13,13,13321,US,,DOERUN,24000.0,390.0,M,5.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19820211.0,,,,EST,Y,U,YYNYNYNN,S400FLORDN,120FLRDU,,,,,0451307700,POINT (-83.9593455 31.35018114)
USGS,312101083414101,16J041,GW,312100.58,834141.24,31.3501611,-83.69478889,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,310.05,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19680325.0,20080409.0,,,EST,Y,U,YY   Y,S400FLORDN,120FLRDU,C,440.0,440.0,D,,POINT (-83.69478889 31.3501611)
USGS,312101083434401,16J011,GW,312101.0,834344.0,31.35046146,-83.7287849,M,F,NAD27,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,301.0,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,196709.0,,,,EST,Y,U,YYNNNYNN,S400FLORDN,120FLRDU,M,570.0,,D,,POINT (-83.7287849 31.35046146)
USGS,312117083415001,16J047,GW,312117.0,834150.0,31.3547222,-83.6972222,M,5,NAD83,NAD83,13,13,13321,US,,,,340.0,M,10.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,,,,EST,Y,C,YY Y,,120FLRDU,C,440.0,440.0,,,POINT (-83.6972222 31.3547222)
USGS,312149083511801,15J015,GW,312154.0,835119.0,31.365182,-83.8551768,M,F,NAD27,NAD83,13,13,13321,US,,SIGSBEE,24000.0,400.0,M,10.0,NGVD29,3120002,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,19690826.0,,,,EST,Y,U,YYNYNYNN,S400FLORDN,120FLRDU,M,,320.0,,0451306700,POINT (-83.8551768 31.365182)
USGS,312151083415401,16J045,GW,312150.98,834153.59,31.3641611,-83.6982194,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,339.45,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20080228.0,,,EST,Y,C,YY   Y,,120FLRDU,C,,,,,POINT (-83.6982194 31.3641611)
USGS,312151083415801,16J044,GW,312151.12,834158.06,31.3642,-83.6994611,G,5,NAD83,NAD83,13,13,13321,US,,NORMAN PARK,24000.0,337.42,M,5.0,NGVD29,3110204,,,NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,20080228.0,,,EST,Y,C,YY   Y,,120FLRDU,C,,,,,POINT (-83.6994611 31.3642)
